x_friendly,y_friendly,z_friendly,x_r_friendly,y_r_friendly,z_r_friendly,w_r_friendly,x_unauthorized,y_unauthorized,z_unauthorized,image
3.6675221920013428,-34.448944091796875,15.83194351196289,-0.006146264262497425,-0.00011991112842224538,7.386046831925341e-07,0.9999811053276062,3.7947113513946533,-26.2591495513916,14.930718421936035,img_1770612885_806849002.png
3.66434645652771,-34.27340316772461,15.83369255065918,-0.006252872757613659,-0.00012053722457494587,7.550473242190492e-07,0.9999804496765137,3.753664016723633,-26.136783599853516,14.9335298538208,img_1770612885_906814813.png
3.6619629859924316,-34.14174270629883,15.834940910339355,-0.006285359151661396,-0.00012059118307661265,7.596848377033893e-07,0.9999802708625793,3.7120730876922607,-26.01445198059082,14.936324119567871,img_1770612886_7053852.png
3.6595780849456787,-34.010074615478516,15.836150169372559,-0.006283979397267103,-0.00012035327381454408,7.585284720335039e-07,0.9999802708625793,3.6699345111846924,-25.89215850830078,14.939103126525879,img_1770612886_106973886.png
3.657191514968872,-33.878395080566406,15.83733081817627,-0.00626425351947546,-0.00011996728426311165,7.540493811575288e-07,0.9999803900718689,3.627244234085083,-25.76990509033203,14.941864013671875,img_1770612886_207073926.png
3.654803514480591,-33.7467041015625,15.838488578796387,-0.006240889895707369,-0.00011957121751038358,7.487403195227671e-07,0.9999805688858032,3.583998441696167,-25.647693634033203,14.944607734680176,img_1770612886_307367801.png
3.652414321899414,-33.615013122558594,15.839630126953125,-0.00622324226424098,-0.00011925320723094046,7.443030654030736e-07,0.999980628490448,3.5401930809020996,-25.525524139404297,14.947333335876465,img_1770612886_407338857.png
3.650023937225342,-33.48332595825195,15.84075927734375,-0.006214591674506664,-0.00011904214625246823,7.414473657263443e-07,0.9999806880950928,3.4958245754241943,-25.403400421142578,14.95003890991211,img_1770612886_507233858.png
3.647632360458374,-33.35163497924805,15.841877937316895,-0.006213765125721693,-0.00011892155453097075,7.400939239232684e-07,0.9999806880950928,3.450888156890869,-25.281322479248047,14.952725410461426,img_1770612886_607276916.png
3.6452395915985107,-33.21995162963867,15.842989921569824,-0.006217517890036106,-0.00011885281128343195,7.397406989184674e-07,0.9999806880950928,3.405379295349121,-25.15929412841797,14.955390930175781,img_1770612886_707438945.png
3.642845630645752,-33.0882682800293,15.844094276428223,-0.006222538650035858,-0.00011879636440426111,7.398026014016068e-07,0.999980628490448,3.3592922687530518,-25.037315368652344,14.958035469055176,img_1770612886_807552814.png
3.6404507160186768,-32.95658493041992,15.845193862915039,-0.006226580124348402,-0.00011872475442942232,7.398277830361621e-07,0.999980628490448,3.3126208782196045,-24.91539192199707,14.960657119750977,img_1770612886_907572984.png
3.638054609298706,-32.82490158081055,15.84628963470459,-0.006228730082511902,-0.0001186265581054613,7.395775583063369e-07,0.999980628490448,3.2653582096099854,-24.79352378845215,14.96325397491455,img_1770612887_7656812.png
3.635657548904419,-32.69321823120117,15.847380638122559,-0.006229114253073931,-0.00011850362352561206,7.390048040178954e-07,0.999980628490448,3.217496871948242,-24.671716690063477,14.965826034545898,img_1770612887_107802867.png
3.634058952331543,-32.60542678833008,15.848106384277344,-0.006228708662092686,-0.0001184123320854269,7.384779223684745e-07,0.999980628490448,3.1852526664733887,-24.590547561645508,14.96752643585205,img_1770612887_207963943.png
3.631660223007202,-32.4737434387207,15.84919261932373,-0.006227665580809116,-0.00011826938134618104,7.375575705736992e-07,0.999980628490448,3.1199440956115723,-24.428300857543945,14.970888137817383,img_1770612887_307991027.png
3.629260540008545,-32.34206008911133,15.850275039672852,-0.006226634606719017,-0.00011812706361524761,7.365835017481004e-07,0.999980628490448,3.070233106613159,-24.30670166015625,14.97337532043457,img_1770612887_408226013.png
3.6260595321655273,-32.166481018066406,15.851715087890625,-0.006225820630788803,-0.00011794646707130596,7.353369255724829e-07,0.999980628490448,3.0198841094970703,-24.185182571411133,14.975829124450684,img_1770612887_508157014.png
3.623657703399658,-32.034793853759766,15.852790832519531,-0.006225679535418749,-0.00011781846114899963,7.344814321186277e-07,0.999980628490448,2.968883991241455,-24.063749313354492,14.97824764251709,img_1770612887_608178853.png
3.6212551593780518,-31.90311050415039,15.853865623474121,-0.006225805729627609,-0.00011769429693231359,7.336873295571422e-07,0.999980628490448,2.917217493057251,-23.942411422729492,14.980628967285156,img_1770612887_708293914.png
3.618851900100708,-31.771425247192383,15.854936599731445,-0.006226037163287401,-0.0001175708748633042,7.329295499403088e-07,0.999980628490448,2.8648672103881836,-23.82117462158203,14.9829683303833,img_1770612887_808327913.png
3.616447687149048,-31.639741897583008,15.856005668640137,-0.006226249970495701,-0.00011744569201255217,7.321807515836554e-07,0.999980628490448,2.81181263923645,-23.70005226135254,14.985262870788574,img_1770612887_908423900.png
3.6140427589416504,-31.508056640625,15.857072830200195,-0.006226381752640009,-0.00011731742415577173,7.314204708563921e-07,0.999980628490448,2.7580296993255615,-23.579055786132812,14.987506866455078,img_1770612888_8525848.png
3.6116371154785156,-31.376373291015625,15.858137130737305,-0.0062264250591397285,-0.00011718588939402252,7.30638021195773e-07,0.999980628490448,2.703489065170288,-23.45820426940918,14.989694595336914,img_1770612888_108558893.png
3.6092307567596436,-31.244688034057617,15.859198570251465,-0.006226405501365662,-0.00011705164797604084,7.298316972992325e-07,0.999980628490448,2.6481552124023438,-23.337512969970703,14.99181842803955,img_1770612888_208684921.png
3.6068239212036133,-31.113004684448242,15.860258102416992,-0.006226358003914356,-0.00011691556574078277,7.290054782060906e-07,0.999980628490448,2.5924224853515625,-23.216773986816406,14.993814468383789,img_1770612888_308797836.png
3.6044163703918457,-30.981319427490234,15.861315727233887,-0.0062263114377856255,-0.00011677838483592495,7.281656166924222e-07,0.999980628490448,2.538954734802246,-23.094709396362305,14.995710372924805,img_1770612888_408871889.png
3.60200834274292,-30.84963607788086,15.862370491027832,-0.0062262811698019505,-0.00011664054909488186,7.273176265698567e-07,0.999980628490448,2.491745710372925,-22.96982765197754,14.997526168823242,img_1770612888_509094953.png
3.599599599838257,-30.71795082092285,15.863422393798828,-0.006226269993931055,-0.0001165021603810601,7.264652595040388e-07,0.999980628490448,2.454066276550293,-22.841520309448242,14.99911117553711,img_1770612888_608982801.png
3.5971903800964355,-30.586265563964844,15.864473342895508,-0.0062262737192213535,-0.00011636308045126498,7.256097660501837e-07,0.999980628490448,2.4273874759674072,-22.710262298583984,15.000368118286133,img_1770612888_709156036.png
3.594780683517456,-30.45458221435547,15.865520477294922,-0.006226284895092249,-0.0001162230473710224,7.247506914609403e-07,0.999980628490448,2.411283016204834,-22.577260971069336,15.001367568969727,img_1770612888_809190034.png
3.5923707485198975,-30.32289695739746,15.866565704345703,-0.006226297002285719,-0.00011608182830968872,7.238865578074183e-07,0.999980628490448,2.403958559036255,-22.443883895874023,15.002250671386719,img_1770612888_909302949.png
3.590763807296753,-30.235107421875,15.86726188659668,-0.006226303055882454,-0.00011598694982239977,7.233069254652946e-07,0.999980628490448,2.403017282485962,-22.311206817626953,15.003117561340332,img_1770612889_9419918.png
3.588352918624878,-30.103422164916992,15.868303298950195,-0.006226309109479189,-0.00011584347521420568,7.224310252240684e-07,0.999980628490448,2.4061472415924072,-22.179786682128906,15.003996849060059,img_1770612889_109387874.png
